name,latitude,longitude,risk_status,distance_km,nearest_conflict_type,nearest_conflict_date,osm_id
Ecole secondaire Inst Condo,-1.9433472,29.0965722,safe,33.35,Battle,2024-01-01,1238147356
École primaire Ayagirwe,-2.2325778,28.8922,safe,30.1,Violence against civilians,2024-01-02,1238147362
École primaire Eureka Jesus,-2.2369333,29.0542056,safe,37.02,Violence against civilians,2024-01-02,1238147366
Ecole primaire Nyangola,-1.9914194,29.0472778,safe,40.57,Battle,2024-01-01,1238147367
Ecole primaire Tebero,-2.0490308,28.5986079,safe,57.4,Violence against civilians,2024-01-02,1238147372
Centre d'alphabetistion Bumpeta,-2.0590007,29.0543466,safe,47.01,Battle,2024-01-01,1238147375
Ecole primaire Makengere,-1.9104333,28.975425,safe,38.13,Battle,2024-01-01,1238147377
Ecole secondaire Inst Umoja,-2.0966722,28.9028028,safe,45.23,Violence against civilians,2024-01-02,1238147381
Ecole primaire Ciriba,-2.0448879,28.5972172,safe,57.88,Violence against civilians,2024-01-02,1238147385
Ecole secondaire Inst Bushake,-2.2066528,29.0750417,safe,41.1,Violence against civilians,2024-01-02,1238147388
Ecole primaire Mukundu,-2.3976207,28.5576569,safe,34.41,Violence against civilians,2024-01-02,1238147390
Ecole primaire Bukere II,-2.1796194,29.0778528,safe,43.7,Violence against civilians,2024-01-02,1238147393
École primaire Shuve,-1.9652489,29.1015395,safe,35.37,Battle,2024-01-01,1238147398
Ecole primaire Nyalisi,-2.0677194,28.6481111,safe,53.04,Violence against civilians,2024-01-02,1238147400
École primaire Muliano,-2.2163222,29.0214306,safe,36.85,Violence against civilians,2024-01-02,1238147403
Ecole secondaire Inst Rambo,-2.3332394,28.5912902,safe,34.2,Violence against civilians,2024-01-02,1238147410
Ecole primaire Tchabalamba,-2.03885,29.0788707,safe,43.91,Battle,2024-01-01,1238147418
Ecole primaire Ihimbi,-2.1721667,28.8665556,safe,36.5,Violence against civilians,2024-01-02,1238147419
Ecole secondaire Inst Maendeleo,-2.176322,28.6204957,safe,44.11,Violence against civilians,2024-01-02,1238147420
Ecole primaire Kishenyi,-1.9636815,29.0844284,safe,35.96,Battle,2024-01-01,1238147428
École primaire Bugushu,-2.3020833,28.8095,safe,22.46,Violence against civilians,2024-01-02,1238147429
Ecole secondaire Inst Buzibu,-2.1625556,29.0135639,safe,41.69,Violence against civilians,2024-01-02,1238147430
Ecole primaire Buhoro,-2.1380789,29.0994842,safe,48.87,Violence against civilians,2024-01-02,1238147438
École primaire Bagana,-2.0870944,28.6456222,safe,51.22,Violence against civilians,2024-01-02,1238147440
Ecole secondaire Inst Bukinanyana,-2.0462722,29.0939444,safe,44.12,Battle,2024-01-01,1238147444
Ecole secondaire Inst Karambi,-2.2098556,29.0761389,safe,40.89,Violence against civilians,2024-01-02,1238147447
Ecole primaire Sinaé 55é Cebce,-2.1313389,28.8678722,safe,41.04,Violence against civilians,2024-01-02,1238147450
École primaire Rusengesi,-2.0082278,29.0925444,safe,40.19,Battle,2024-01-01,1238147453
Ecole primaire Galiga,-1.9223444,28.9387111,safe,42.01,Battle,2024-01-01,1238147457
Ecole secondaire Inst Biega,-2.3948028,28.5536639,safe,34.94,Violence against civilians,2024-01-02,1238147461
Ecole primaire Bihembe,-2.2549944,29.0425389,safe,34.64,Violence against civilians,2024-01-02,1238147464
École primaire Bagana,-2.0690072,28.6487731,safe,52.88,Violence against civilians,2024-01-02,1238147470
Ecole secondaire Inst Bitale,-2.1968903,28.6307092,safe,41.59,Violence against civilians,2024-01-02,1238147473
Ecole primaire Nyamuhiva,-1.9908694,29.0468472,safe,40.54,Battle,2024-01-01,1238147476
École primaire Bitale,-2.2110278,28.6310111,safe,40.3,Violence against civilians,2024-01-02,1238147498
Ecole secondaire Inst Buhoro Ii,-2.1465556,29.1001222,safe,48.13,Violence against civilians,2024-01-02,1238147499
École primaire Bushatiro,-2.1800105,29.0136644,safe,39.96,Violence against civilians,2024-01-02,1238147507
École primaire Lwasi,-1.9552987,28.9214029,safe,45.91,Battle,2024-01-01,1238147508
Ecole secondaire Inst Ruhagara,-2.0983472,28.9255611,safe,45.44,Violence against civilians,2024-01-02,1238147513
Ecole primaire Bweshu,-2.0423806,29.0903083,safe,43.84,Battle,2024-01-01,1238147517
Ecole primaire Cibinda,-2.3164722,28.8315,safe,20.51,Violence against civilians,2024-01-02,1238147519
Ecole secondaire Inst Fendula,-2.3706839,28.6255238,safe,28.79,Violence against civilians,2024-01-02,1238147523
École primaire Lwamarulo,-2.1867861,29.0666028,safe,42.33,Violence against civilians,2024-01-02,1238147526
École primaire Cigoma,-2.0378382,28.7121908,safe,53.62,Violence against civilians,2024-01-02,1238147529
Ecole primaire Iko 3é Cbk,-2.2295056,28.8919917,safe,30.44,Violence against civilians,2024-01-02,1238147531
Ecole secondaire Muhungwe,-2.0230194,29.1029389,safe,41.35,Battle,2024-01-01,1238147539
Ecole primaire Karawa,-2.0017583,29.0891972,safe,39.65,Battle,2024-01-01,1238147540
École primaire Nyalulere,-2.3712959,28.5562896,safe,35.63,Violence against civilians,2024-01-02,1238147541
Ecole primaire Lukpfu,-2.1864301,29.005198,safe,38.9,Violence against civilians,2024-01-02,1238147549
Ecole primaire Muhumba,-2.2793472,29.0227583,safe,31.15,Violence against civilians,2024-01-02,1238147550
Ecole primaire Mabingu,-2.2082329,28.6334258,safe,40.39,Violence against civilians,2024-01-02,1238147556
Ecole secondaire Nyamusiga,-2.1631778,29.0828889,safe,45.52,Violence against civilians,2024-01-02,1238147560
Ecole primaire Atete,-2.28825,28.7810556,safe,24.76,Violence against civilians,2024-01-02,1238147565
Ecole primaire Condo,-1.9427056,29.0975167,safe,33.24,Battle,2024-01-01,1238147569
Ecole primaire Nyonge,-1.9200611,28.9401528,safe,41.72,Battle,2024-01-01,1238147571
École primaire Kashongolere,-2.1799722,28.8542778,safe,35.59,Violence against civilians,2024-01-02,1238147574
Ecole primaire Kabuye,-2.2981111,28.8261111,safe,22.61,Violence against civilians,2024-01-02,1238147580
Ecole secondaire Inst Bushusha,-1.9777889,29.0514472,safe,39.02,Battle,2024-01-01,1238147581
Ecole secondaire Inst La Providence,-2.0872583,28.6474417,safe,51.12,Violence against civilians,2024-01-02,1238147584
Ecole primaire Bukumbi,-2.0225444,29.1030361,safe,41.3,Battle,2024-01-01,1238147591
Ecole secondaire Inst Umoja,-2.2621861,29.0268222,safe,32.94,Violence against civilians,2024-01-02,1238147592
École primaire Lubiri,-2.3637778,28.928075,safe,17.45,Violence against civilians,2024-01-02,1238147599
Ecole primaire Bihembe,-2.2546861,29.0404889,safe,34.52,Violence against civilians,2024-01-02,1238147601
École primaire Bubinga,-2.1682528,29.0560444,safe,43.41,Violence against civilians,2024-01-02,1238147602
Ecole secondaire Inst Tchofi,-2.1308972,28.8676639,safe,41.09,Violence against civilians,2024-01-02,1238147610
Ecole secondaire Inst Kamiro,-2.0898139,29.0706722,safe,49.54,Battle,2024-01-01,1238147613
Ecole primaire Chombo,-2.0928194,28.5585861,safe,55.66,Violence against civilians,2024-01-02,1238147617
Ecole primaire Bunyesi,-2.0611361,28.6410048,safe,54.04,Violence against civilians,2024-01-02,1238147622
Ecole secondaire Moria,-2.1673796,29.0782897,safe,44.85,Violence against civilians,2024-01-02,1238147624
Ecole primaire Rambo,-2.3400472,28.5909583,safe,33.83,Violence against civilians,2024-01-02,1238147627
Ecole secondaire Inst Kanziraboba,-1.9618029,29.0723494,safe,36.36,Battle,2024-01-01,1238147633
École primaire Lubuye / Kanyongero,-2.1752121,29.0529762,safe,42.58,Violence against civilians,2024-01-02,1238147636
Ecole primaire Nzinzi,-2.2621944,28.8366667,safe,26.48,Violence against civilians,2024-01-02,1238147642
Ecole secondaire Inst Mugote,-2.1869,29.0731639,safe,42.74,Violence against civilians,2024-01-02,1238147643
École primaire Kimalamungo,-1.9720972,29.0558722,safe,38.22,Battle,2024-01-01,1238147645
Ecole secondaire Inst Ibinja,-2.3637972,28.9280806,safe,17.45,Violence against civilians,2024-01-02,1238147653
École primaire Misimbwe,-2.0918333,29.0524167,safe,50.47,Battle,2024-01-01,1238147654
Ecole secondaire Inst Nengapeta,-1.9200194,28.9372778,safe,41.95,Battle,2024-01-01,1238147662
Ecole secondaire Inst Maya,-2.0989508,28.615924,safe,51.62,Violence against civilians,2024-01-02,1238147663
Ecole secondaire Inst Iko,-2.2332222,28.8920722,safe,30.03,Violence against civilians,2024-01-02,1238147674
Ecole primaire Cholobera,-2.3568695,28.5364846,safe,38.29,Violence against civilians,2024-01-02,1238147696
Ecole primaire Nyamusiru,-2.1748472,29.0681722,safe,43.53,Violence against civilians,2024-01-02,1238147698
Ecole primaire Chaminunu,-2.3664111,28.4970889,safe,41.93,Violence against civilians,2024-01-02,1238147703
Ecole primaire Nyabwango,-1.9356778,29.0984028,safe,32.49,Battle,2024-01-01,1238147707
Ecole secondaire Inst Kashofu,-2.2274457,29.0236682,safe,35.93,Violence against civilians,2024-01-02,1238147708
École primaire Bukondo,-2.0719944,28.550325,safe,58.08,Violence against civilians,2024-01-02,1238147718
Ecole primaire Bukonje,-2.2150778,29.0506278,safe,38.74,Violence against civilians,2024-01-02,1238147721
Ecole secondaire Inst Chifunzi,-2.312162,28.5893468,safe,35.7,Violence against civilians,2024-01-02,1238147725
Ecole secondaire Inst Maibano,-2.098391,28.617073,safe,51.61,Violence against civilians,2024-01-02,1238147728
Ecole primaire Amana,-2.2215833,28.8309444,safe,31.03,Violence against civilians,2024-01-02,1238147732
Ecole secondaire Inst Choloberwa,-2.2110889,28.6308694,safe,40.31,Violence against civilians,2024-01-02,1238147735
Ecole secondaire Inst Boza,-2.2361889,29.0732778,safe,38.42,Violence against civilians,2024-01-02,1238147739
Ecole primaire Kalwa,-2.4095,28.8140278,safe,10.83,Violence against civilians,2024-01-02,1238147743
École primaire Shindi,-2.0981028,29.07455,safe,50.27,Battle,2024-01-01,1238147748
Ecole primaire Bukinanyana,-2.0471556,29.0862194,safe,44.5,Battle,2024-01-01,1238147750
Ecole primaire Kambale,-2.0794552,28.5519967,safe,57.3,Violence against civilians,2024-01-02,1238147753
École primaire Kihumba I,-1.9481541,29.0877265,safe,34.25,Battle,2024-01-01,1238147760
École primaire Kalonge,-2.3133611,28.5892722,safe,35.63,Violence against civilians,2024-01-02,1238147768
Ecole primaire Mulamba,-2.0121056,29.0846583,safe,40.91,Battle,2024-01-01,1238147769
École primaire Kiniezire,-1.8668998,28.9913235,safe,33.55,Battle,2024-01-01,1238147776
Ecole primaire Kashohoshoho,-2.3835833,28.5448472,safe,36.29,Violence against civilians,2024-01-02,1238147779
Ecole secondaire Inst Bunyakiri,-2.0919666,28.5667272,safe,55.22,Violence against civilians,2024-01-02,1238147780
École primaire Nyamizi,-2.2394661,28.9830858,safe,32.53,Violence against civilians,2024-01-02,1238147788
Ecole primaire Mbinga,-1.9226889,28.9364139,safe,42.22,Battle,2024-01-01,1238147789
Ecole secondaire Inst Kambale,-2.0805265,28.5513678,safe,57.24,Violence against civilians,2024-01-02,1238147796
Ecole primaire Mabigu,-2.1780979,28.8319149,safe,35.85,Violence against civilians,2024-01-02,1238147799
Ecole primaire Sayuni,-2.2487694,29.0706056,safe,37.16,Violence against civilians,2024-01-02,1238147800
Ecole primaire Kishumbu,-2.0387,29.1134806,safe,42.67,Battle,2024-01-01,1238147807
École primaire Mulonge,-2.1507063,28.6288694,safe,45.96,Violence against civilians,2024-01-02,1238147809
Ecole primaire Musama,-2.1563417,29.1085306,safe,47.8,Violence against civilians,2024-01-02,1238147812
École primaire Buhumba,-2.2058944,29.0148722,safe,37.48,Violence against civilians,2024-01-02,1238147816
Ecole primaire Musenyi,-1.9214761,28.9402357,safe,41.82,Battle,2024-01-01,1238147819
École primaire Bunyakiri,-2.0546972,28.5860222,safe,57.55,Violence against civilians,2024-01-02,1238147823
Ecole primaire Kirutu,-2.2617778,29.0263472,safe,32.95,Violence against civilians,2024-01-02,1238147827
Ecole primaire Kigoma,-2.3909722,28.8196667,safe,12.58,Violence against civilians,2024-01-02,1238147832
Ecole secondaire Inst Kanana,-2.0899366,28.650088,safe,50.72,Violence against civilians,2024-01-02,1238147835
Ecole secondaire Inst Muhyahya,-2.169625,29.0380806,safe,42.26,Violence against civilians,2024-01-02,1238147839
Unnamed School,-2.1272582,28.597882,safe,50.02,Violence against civilians,2024-01-02,1238147842
Ecole primaire Mihongwa,-2.0936052,28.5628045,safe,55.32,Violence against civilians,2024-01-02,1238147845
Ecole primaire Karambi,-2.2100944,29.0764278,safe,40.89,Violence against civilians,2024-01-02,1238147850
École primaire Bushonga,-2.0255778,29.0844611,safe,42.31,Battle,2024-01-01,1238147852
Ecole primaire Muganza,-2.3659722,28.50175,safe,41.46,Violence against civilians,2024-01-02,1238147859
École primaire Monvu,-2.1905162,28.9931184,safe,37.91,Violence against civilians,2024-01-02,1238147860
École primaire Prolasa,-2.0485957,29.1068458,safe,43.94,Battle,2024-01-01,1238147862
École primaire Bushushu,-2.0930028,28.9199944,safe,45.92,Violence against civilians,2024-01-02,1238147870
École primaire Sayuni,-2.1451278,29.1010611,safe,48.32,Violence against civilians,2024-01-02,1238147871
École primaire Nyakibamba,-2.1879972,29.0549389,safe,41.5,Violence against civilians,2024-01-02,1238147878
École primaire Miti,-2.35375,28.7907778,safe,17.54,Violence against civilians,2024-01-02,1238147880
Ecole secondaire Inst Buyumbu,-1.9451472,29.0718222,safe,34.75,Battle,2024-01-01,1238147896
Centre d'alphabetistion Centre D'encadrement Des Enfants,-1.7076806,29.0219528,safe,22.41,Battle,2024-01-01,1238147903
Ecole secondaire Inst Bulabika,-2.1484039,28.6224317,safe,46.56,Violence against civilians,2024-01-02,1238147906
École primaire Kaleba,-2.1864231,29.0286992,safe,40.12,Violence against civilians,2024-01-02,1238147912
Ecole primaire Lunda Nymunene,-2.0513222,28.5230778,safe,61.71,Violence against civilians,2024-01-02,1238147915
Ecole primaire Bukinanyana,-2.0465361,29.0922861,safe,44.21,Battle,2024-01-01,1238147917
Ecole secondaire Inst Ihya,-2.1522708,29.0181695,safe,42.94,Violence against civilians,2024-01-02,1238147922
Ecole secondaire Inst Kizito,-1.9214639,28.9386722,safe,41.95,Battle,2024-01-01,1238147926
Ecole primaire Chihenge,-2.0731035,28.6382957,safe,52.98,Violence against civilians,2024-01-02,1238147928
Ecole secondaire Inst Nkuvu,-2.2286444,29.0761028,safe,39.26,Violence against civilians,2024-01-02,1238147931
Ecole secondaire Inst Mule,-2.3824087,28.5451495,safe,36.3,Violence against civilians,2024-01-02,1238147934
Ecole secondaire Inst Mwangaza,-2.3671111,28.5068833,safe,40.88,Violence against civilians,2024-01-02,1238147938
Ecole secondaire Inst Kalima,-2.0870373,28.5530108,safe,56.55,Violence against civilians,2024-01-02,1238147940
École primaire Casi,-2.1524472,29.0186833,safe,42.95,Violence against civilians,2024-01-02,1238147943
Ecole primaire Mukoa,-2.0139222,28.9071694,safe,51.68,Battle,2024-01-01,1238147948
Ecole primaire Bwiru,-2.1906706,29.0761918,safe,42.6,Violence against civilians,2024-01-02,1238147950
Ecole primaire Kibanda,-2.1075083,29.0547083,safe,49.21,Violence against civilians,2024-01-02,1238147953
Ecole secondaire Inst Erunga,-2.1114361,28.5955111,safe,51.64,Violence against civilians,2024-01-02,1238147959
Ecole primaire Gorho,-2.2680528,29.0442778,safe,33.63,Violence against civilians,2024-01-02,1238147961
Ecole secondaire Inst Karhondo,-2.2491972,29.025625,safe,34.04,Violence against civilians,2024-01-02,1238147968
Ecole primaire Ramba,-1.9873639,28.7152389,safe,58.94,Violence against civilians,2024-01-02,1238147969
Ecole primaire Bulundi,-2.2386583,29.0679361,safe,37.82,Violence against civilians,2024-01-02,1238147971
Ecole primaire Kahuzi,-2.2531851,28.8109186,safe,27.79,Violence against civilians,2024-01-02,1238147980
Ecole secondaire ITM Bunyakiri,-2.0877258,28.5700323,safe,55.4,Violence against civilians,2024-01-02,1238147981
École primaire Busobe,-2.0187361,29.0925306,safe,41.28,Battle,2024-01-01,1238147989
Ecole primaire Kalehe,-2.1077306,28.9193472,safe,44.29,Violence against civilians,2024-01-02,1238147996
École primaire Lwasha,-2.0914944,28.5627972,safe,55.51,Violence against civilians,2024-01-02,1238148000
Ecole primaire Kihumba,-2.1944389,29.0525111,safe,40.75,Violence against civilians,2024-01-02,1238148001
Ecole secondaire Inst Mafula,-2.1059361,29.0370222,safe,48.5,Violence against civilians,2024-01-02,1238148007
Ecole primaire Nyamasasa,-1.8032139,29.0071306,safe,27.91,Battle,2024-01-01,1238148010
Ecole secondaire Inst Tupendane,-2.1081722,28.9195694,safe,44.25,Violence against civilians,2024-01-02,1238148011
Ecole primaire Kamiro,-2.0907306,29.0705028,safe,49.65,Battle,2024-01-01,1238148018
Ecole secondaire Inst Ereca,-2.1362874,29.0241449,safe,44.83,Violence against civilians,2024-01-02,1238148021
Ecole primaire Tchofi,-2.1306943,28.869724,safe,41.12,Violence against civilians,2024-01-02,1238148028
Ecole secondaire Inst Nyakalengwa,-2.2413028,29.0471278,safe,36.15,Violence against civilians,2024-01-02,1238148031
Ecole secondaire Inst Kirutu,-2.0909352,28.5630861,safe,55.54,Violence against civilians,2024-01-02,1238148035
Ecole primaire Murhanga,-2.2498598,28.8128701,safe,28.12,Violence against civilians,2024-01-02,1238148038
École primaire Kalehe,-2.1955363,29.0408361,safe,39.95,Violence against civilians,2024-01-02,1238148042
Ecole primaire Bitale,-2.1976269,28.6281553,safe,41.69,Violence against civilians,2024-01-02,1238148045
Ecole secondaire Inst Ahadi,-2.1308444,28.8699667,safe,41.11,Violence against civilians,2024-01-02,1238148049
Ecole secondaire Inst Ziwa Kivu,-2.2254583,29.033475,safe,36.71,Violence against civilians,2024-01-02,1238148056
Ecole secondaire Inst Lukifu,-2.1231778,28.9151861,safe,42.52,Violence against civilians,2024-01-02,1238148059
Ecole secondaire Inst Bugarula,-2.0525694,29.0617778,safe,46.03,Battle,2024-01-01,1238148063
Ecole primaire Kikunde,-2.1029806,29.0629444,safe,50.09,Violence against civilians,2024-01-02,1238148066
Ecole primaire Lwasha,-2.0674901,28.5486043,safe,58.6,Violence against civilians,2024-01-02,1238148070
Ecole primaire Ruvominka,-1.9519462,29.0622932,safe,35.92,Battle,2024-01-01,1238148088
École primaire Nyabunyunyi,-2.1991948,29.0360536,safe,39.32,Violence against civilians,2024-01-02,1238148090
Ecole primaire Misima,-2.3460459,28.5946026,safe,33.14,Violence against civilians,2024-01-02,1238148097
Ecole primaire Kilala,-2.269225,29.0209222,safe,31.92,Violence against civilians,2024-01-02,1238148098
Ecole primaire Ihoka,-2.1348667,28.8924056,safe,40.87,Violence against civilians,2024-01-02,1238148108
École primaire Kashusha,-2.328,28.8058056,safe,19.75,Violence against civilians,2024-01-02,1238148109
École primaire Kashofu,-2.2258139,29.0246306,safe,36.14,Violence against civilians,2024-01-02,1238148111
École primaire Lubengera,-2.3668333,28.5076361,safe,40.82,Violence against civilians,2024-01-02,1238148118
Ecole secondaire Inst Kaduha,-2.2384472,29.0676972,safe,37.83,Violence against civilians,2024-01-02,1238148119
Ecole primaire Nkuvu,-2.2080694,29.0814889,safe,41.41,Violence against civilians,2024-01-02,1238148121
Ecole primaire Nyabibwe,-1.9205611,28.9382528,safe,41.91,Battle,2024-01-01,1238148129
Ecole primaire Munanira,-2.0965444,28.9049972,safe,45.28,Violence against civilians,2024-01-02,1238148130
Ecole primaire Muleke,-2.1212056,29.0448944,safe,47.36,Violence against civilians,2024-01-02,1238148137
Ecole primaire Bumpeta,-2.0623083,29.0555194,safe,47.3,Battle,2024-01-01,1238148139
Ecole primaire Mushadu,-2.3184917,28.5926611,safe,35.0,Violence against civilians,2024-01-02,1238148140
Ecole primaire Lwanguba,-2.1303128,28.607807,safe,49.13,Violence against civilians,2024-01-02,1238148148
École primaire Lurila,-2.2386611,28.8869806,safe,29.35,Violence against civilians,2024-01-02,1238148150
Ecole primaire Malinde,-2.204525,29.0269139,safe,38.29,Violence against civilians,2024-01-02,1238148151
Ecole primaire Nyamukandagwe,-2.3623889,28.9327778,safe,17.85,Violence against civilians,2024-01-02,1238148158
Ecole primaire Bweramata,-2.0704558,29.0668934,safe,47.67,Battle,2024-01-01,1238148165
École primaire Cigoma,-2.0476361,28.6869028,safe,53.47,Violence against civilians,2024-01-02,1238148169
École secondaire Inst Bweshu,-2.0378806,29.0923598,safe,43.3,Battle,2024-01-01,1238148171
Ecole secondaire Inst Mutunzi,-2.1745611,29.0342528,safe,41.58,Violence against civilians,2024-01-02,1238148175
Ecole secondaire Inst Kando,-2.0869382,28.5609074,safe,56.05,Violence against civilians,2024-01-02,1238148179
Ecole primaire Cilala,-2.2216778,29.0801611,safe,40.15,Violence against civilians,2024-01-02,1238148181
Ecole secondaire Inst Cholobera,-2.3572389,28.5376472,safe,38.16,Violence against civilians,2024-01-02,1238148189
Centre d'alphabetistion Centre D'alphabetisation Pour Pigmes De Musinga,-2.0605972,28.9449611,safe,49.99,Violence against civilians,2024-01-02,1238148192
Ecole secondaire Inst Chikoma,-2.0953278,29.0439778,safe,49.89,Violence against civilians,2024-01-02,1238148196
Ecole secondaire Inst Kyugama,-1.8406139,28.7303194,safe,57.64,Battle,2024-01-01,1238148200
Ecole primaire Musinga,-2.0625083,28.9448167,safe,49.77,Violence against civilians,2024-01-02,1238148204
Ecole primaire Lwako,-2.1145556,28.9014444,safe,43.24,Violence against civilians,2024-01-02,1238148208
École secondaire Institut Nyabunyunyi,-2.1992472,29.0357472,safe,39.3,Violence against civilians,2024-01-02,1238148211
École primaire Bukole,-1.9801,29.0683222,safe,38.38,Battle,2024-01-01,1238148215
Ecole secondaire Inst Myowe,-2.1331756,28.5977192,safe,49.49,Violence against civilians,2024-01-02,1238148218
Ecole secondaire Inst Kilala,-2.2688056,29.0202722,safe,31.92,Violence against civilians,2024-01-02,1238148222
Ecole primaire Hemura,-2.18655,28.9958944,safe,38.44,Violence against civilians,2024-01-02,1238148225
École primaire Mutuza,-1.7885864,28.895532,safe,38.4,Battle,2024-01-01,1238148228
École primaire Kahaya,-2.2976667,28.796,safe,23.28,Violence against civilians,2024-01-02,1238148232
Ecole primaire Kisunzu,-2.2642694,29.0606583,safe,35.14,Violence against civilians,2024-01-02,1238148234
Ecole primaire Kadutu,-2.3549167,28.9378056,safe,18.85,Violence against civilians,2024-01-02,1238148237
École catholique,-5.8315747,13.4622766,safe,264.82,Strategic development,2024-01-03,1244276153
L'Ecole de la Paix St Benoit,-11.6287106,27.4404747,safe,1026.89,Violence against civilians,2024-01-02,1373818362
Lycée Mapendano,0.5247941,25.1918147,safe,510.04,Battle,2024-01-01,1931935086
Home Feyen,0.5101391,25.1840578,safe,510.02,Battle,2024-01-01,1931946468
E.P.P.R,0.5067781,25.2011951,safe,508.17,Battle,2024-01-01,1932196384
EP Mapendano,0.5245041,25.1906417,safe,510.14,Battle,2024-01-01,1932297828
CS OKAPI,0.5162083,25.183632,safe,510.39,Battle,2024-01-01,1932297855
CS. SAIO,0.5335347,25.1898118,safe,510.7,Battle,2024-01-01,1932297875
Lycée Anuarité,0.516026,25.1426049,safe,514.39,Battle,2024-01-01,1932322395
ISC,0.5163693,25.1749625,safe,511.24,Battle,2024-01-01,1932336325
Trade School,0.517445,25.188915,safe,509.93,Battle,2024-01-01,2065380845
Groupe Scolaire Kindobo,-4.2835313,15.5724679,safe,29.38,Strategic development,2024-01-03,2246630298
Centre Scolaire Motoba,-4.3223393,15.5139642,safe,22.62,Strategic development,2024-01-03,2246674891
EP Molende/Maita,-0.3219974,17.9039318,safe,529.77,Strategic development,2024-01-03,2290278090
EP2 Indika,-0.3260809,17.8917403,safe,528.65,Strategic development,2024-01-03,2290278205
ITP DIMA,-2.6926114,27.351231,safe,167.86,Violence against civilians,2024-01-02,2325746950
École Primaire Kasanza,-2.6872694,27.3401084,safe,169.01,Violence against civilians,2024-01-02,2325746962
EP DIMA,-2.688483,27.3366836,safe,169.4,Violence against civilians,2024-01-02,2332961588
École primaire,-4.1151398,18.9112476,safe,400.0,Strategic development,2024-01-03,2351249174
EDAP,0.0598897,18.2652987,safe,587.35,Strategic development,2024-01-03,2458553544
Institut de Wangata,0.0546262,18.2565081,safe,586.31,Strategic development,2024-01-03,2465248069
EP Bosawa,0.0497251,18.2679668,safe,586.57,Strategic development,2024-01-03,2466587955
EP Liziba,0.0507905,18.2682557,safe,586.69,Strategic development,2024-01-03,2466587956
ITI,0.0482689,18.2654806,safe,586.29,Strategic development,2024-01-03,2466587958
Institut de Mbandaka,0.0558839,18.2758601,safe,587.63,Strategic development,2024-01-03,2468532094
Institut de l'Equateur,0.0502348,18.2863896,safe,587.77,Strategic development,2024-01-03,2468532095
EP Eala,0.0632223,18.3152232,safe,590.77,Strategic development,2024-01-03,2468532206
EP Marie Entoinette,0.0591461,18.2579138,safe,586.82,Strategic development,2024-01-03,2473320028
Institut Bakusu,0.0549821,18.2568809,safe,586.37,Strategic development,2024-01-03,2473320055
La bambiniere,-5.9145531,29.2003476,safe,381.66,Violence against civilians,2024-01-02,2475102606
Institut Nsona-Nkulu,-5.2549755,14.8540316,safe,115.59,Strategic development,2024-01-03,2565342049
Lycee Technique Kilela Balanda,-11.6756456,27.4803051,safe,1031.39,Violence against civilians,2024-01-02,2737524514
Safina,-11.6747256,27.4811293,safe,1031.28,Violence against civilians,2024-01-02,2737524517
Lycee Francophone Ukamili,-11.6722005,27.4795516,safe,1031.03,Violence against civilians,2024-01-02,2737801817
Agneau Immolé,-11.6810287,27.4821038,safe,1031.96,Violence against civilians,2024-01-02,2744713975
Bon Berger,-11.6781057,27.4804023,safe,1031.66,Violence against civilians,2024-01-02,2744713976
Le palmier,-11.6799336,27.4812794,safe,1031.85,Violence against civilians,2024-01-02,2744713979
ITS Institut Technique SALAMA,-11.6776187,27.4826613,safe,1031.57,Violence against civilians,2024-01-02,2744748805
Imani (CSI),-11.6706994,27.4813306,safe,1030.83,Violence against civilians,2024-01-02,2756171272
Ecoles groupes des femmes pour le développement,-11.7258004,27.4710416,safe,1037.06,Violence against civilians,2024-01-02,2788207115
Ecole des étoiles brillantes,-11.7311957,27.4650814,safe,1037.75,Violence against civilians,2024-01-02,2816102901
Complexe Scolaire St Andre,-11.702538,27.4823717,safe,1034.32,Violence against civilians,2024-01-02,2833644582
Complexe Scolaire St Marie,-11.7020067,27.4831665,safe,1034.25,Violence against civilians,2024-01-02,2833644583
Complexe Scolaire Kisima I & III,-11.6899609,27.4805156,safe,1032.97,Violence against civilians,2024-01-02,2833730791
Ecole Kilima,-11.6896501,27.4781305,safe,1032.97,Violence against civilians,2024-01-02,2833730792
Complexe Scolaire Mwela,-11.6956799,27.4732609,safe,1033.71,Violence against civilians,2024-01-02,2833754633
Groupe Scolaire Cite d'Esperance,-11.6891317,27.4756484,safe,1032.95,Violence against civilians,2024-01-02,2833754634
Lycee Komesha,-11.7134387,27.4727474,safe,1035.67,Violence against civilians,2024-01-02,2833926093
Ecole Umoja-Kwetu,-11.7141543,27.473387,safe,1035.74,Violence against civilians,2024-01-02,2833938871
École primaire Rala,-11.7038029,27.4818544,safe,1034.47,Violence against civilians,2024-01-02,2850671192
Ecole Primaire Makutano,-11.7079678,27.4616996,safe,1035.25,Violence against civilians,2024-01-02,2850959641
Maman Ndala Mumba,-11.7068818,27.4622047,safe,1035.12,Violence against civilians,2024-01-02,2850959642
College,-11.7136807,27.4643551,safe,1035.83,Violence against civilians,2024-01-02,2851030523
Unnamed School,-11.7142619,27.4638746,safe,1035.91,Violence against civilians,2024-01-02,2851030549
Ecole Sandoa,-11.7297576,27.4940548,safe,1037.13,Violence against civilians,2024-01-02,3138738204
École Primaire Nebo,2.4510691,27.6288166,safe,491.2,Battle,2024-01-01,3430537725
