name,latitude,longitude,risk_status,distance_km,nearest_conflict_type,nearest_conflict_date,osm_id
Materdei,-4.4690518,15.2243459,safe,19.1,Strategic development,2024-01-03,435579834
Institut de Kinkole,-4.3216269,15.5163084,safe,22.88,Strategic development,2024-01-03,583344995
Lycée catholique,2.7952524,24.7376833,safe,703.41,Battle,2024-01-01,655933898
Petit séminaire Sainte Thérèse,3.1832605,27.8657858,safe,560.26,Battle,2024-01-01,708413265
École Catholique,-4.3224534,15.5169931,safe,22.95,Strategic development,2024-01-03,789373903
Centre Scolare Pingu II,-4.4298913,15.3716211,safe,14.0,Strategic development,2024-01-03,803232064
École,-4.4316456,15.3672222,safe,13.94,Strategic development,2024-01-03,803246740
École,-4.4319023,15.3678874,safe,14.0,Strategic development,2024-01-03,803246748
Complexe scolaire Mère Theresa Tito,-4.4330361,15.3664712,safe,14.04,Strategic development,2024-01-03,803246752
Complexe scolaire Bualu,-4.4351755,15.3663457,safe,14.25,Strategic development,2024-01-03,803265122
Institut Kisantu,-4.4202186,15.3915973,safe,14.35,Strategic development,2024-01-03,822140614
École Toco 2,-4.4197512,15.3904829,safe,14.24,Strategic development,2024-01-03,822140618
Collège Saint-Louis,-5.8878442,22.4486644,safe,803.56,Violence against civilians,2024-01-02,934813665
Athénée,-5.8910786,22.4171816,safe,806.27,Strategic development,2024-01-03,934840866
École ITP Passio,-4.4046477,15.4070665,safe,14.3,Strategic development,2024-01-03,944857352
Ecole Primaire Biyela,-4.4189146,15.3926001,safe,14.31,Strategic development,2024-01-03,944861514
Lycée Bankazi,-5.2516333,14.8625144,safe,114.85,Strategic development,2024-01-03,1146978927
École primaire Luzolo,-5.2557255,14.855603,safe,115.59,Strategic development,2024-01-03,1146978930
LycéE Kivuvu,-5.258717,14.8593796,safe,115.71,Strategic development,2024-01-03,1146978937
ITC BADIKA,-5.2551534,14.8640079,safe,115.13,Strategic development,2024-01-03,1146978942
École primaire Kivuvu,-5.2572415,14.8588099,safe,115.59,Strategic development,2024-01-03,1146978965
Collège Wando,3.5995384,28.5749679,safe,590.32,Battle,2024-01-01,1154230417
Ecole primaire Mapatano II,-11.6994167,27.4848056,safe,1033.94,Violence against civilians,2024-01-02,1197330647
Ecole primaire Kamakanga,-11.8230278,27.5875278,safe,1045.97,Violence against civilians,2024-01-02,1197330648
Ecole primaire Matayarisho 3,-10.9740833,26.7079167,safe,971.46,Violence against civilians,2024-01-02,1197330652
Ecole primaire Mumea,-10.9625556,26.7234444,safe,969.8,Violence against civilians,2024-01-02,1197330653
École primaire Tumbwe,-11.4733056,27.3861389,safe,1010.75,Violence against civilians,2024-01-02,1197330656
École primaire Fikupa,-11.949,27.5284444,safe,1060.72,Violence against civilians,2024-01-02,1197330658
École primaire Mapatano I,-11.6996667,27.4852778,safe,1033.96,Violence against civilians,2024-01-02,1197330661
Ecole primaire Lumiere Du Christ,-10.7866111,25.6186111,safe,988.02,Violence against civilians,2024-01-02,1197330662
École primaire Lumière Du Christ 6,-10.8508759,25.4513542,safe,1001.44,Violence against civilians,2024-01-02,1197330668
Ecole primaire Matendo I,-10.9826944,26.7688056,safe,970.77,Violence against civilians,2024-01-02,1197330670
Ecole primaire Kamalondo III,-11.6846667,27.4865,safe,1032.29,Violence against civilians,2024-01-02,1197330671
Ecole primaire Ciboko,-11.7110833,27.4548889,safe,1035.7,Violence against civilians,2024-01-02,1197330672
Ecole primaire Mwanzo,-10.9863889,26.7937778,safe,970.53,Violence against civilians,2024-01-02,1197330674
École primaire Mukoma,-11.6504722,27.3256389,safe,1031.27,Violence against civilians,2024-01-02,1197330675
École primaire Nuru,-10.9605278,26.7325833,safe,969.34,Violence against civilians,2024-01-02,1197330676
École primaire Vumilia,-10.9871389,26.7807778,safe,970.94,Violence against civilians,2024-01-02,1197330681
École primaire Maua,-11.70625,27.4837222,safe,1034.7,Violence against civilians,2024-01-02,1197330682
Ecole primaire Daima,-11.697,27.4754722,safe,1033.82,Violence against civilians,2024-01-02,1197330687
Ecole primaire Lumiere Du Christ 1,-10.96225,25.4619722,safe,1012.48,Violence against civilians,2024-01-02,1197330688
Ecole primaire Nuru Ya Lwanga,-10.9816111,26.7069722,safe,972.29,Violence against civilians,2024-01-02,1197330689
Ecole primaire Amani,-11.7061389,27.4835833,safe,1034.69,Violence against civilians,2024-01-02,1197330693
École primaire Mampala,-11.6958665,27.4756719,safe,1033.69,Violence against civilians,2024-01-02,1197330694
Ecole primaire Tupendane,-10.9699722,26.72675,safe,970.51,Violence against civilians,2024-01-02,1197330697
Ecole primaire Butungwa,-11.7590278,27.5639444,safe,1039.27,Violence against civilians,2024-01-02,1197330698
École primaire Mangi,-10.8020556,25.4793333,safe,995.26,Violence against civilians,2024-01-02,1197330701
Ecole primaire Bahati II,-10.983238,26.7677504,safe,970.86,Violence against civilians,2024-01-02,1197330703
Ecole primaire Kamalondo I,-11.6805278,27.4854444,safe,1031.85,Violence against civilians,2024-01-02,1197330705
Ecole primaire Mapinduzi I,-11.6917732,27.479245,safe,1033.18,Violence against civilians,2024-01-02,1197330706
École primaire St Bartelemy,-10.9691111,26.7118889,safe,970.81,Violence against civilians,2024-01-02,1197330708
Ecole primaire Kamalondo II,-11.6798889,27.4853056,safe,1031.78,Violence against civilians,2024-01-02,1197330709
École primaire Shibukeni,-11.7395237,27.5639854,safe,1037.12,Violence against civilians,2024-01-02,1197330712
Ecole primaire Kilubula,-10.9882222,26.7750556,safe,971.21,Violence against civilians,2024-01-02,1197330714
Ecole primaire Lwafu,-10.94325,26.9581944,safe,961.77,Violence against civilians,2024-01-02,1197330715
École primaire Mikombo,-11.84875,27.5606111,safe,1049.2,Violence against civilians,2024-01-02,1197330719
Ecole primaire Luboto 2,-12.2509722,27.6428611,safe,1092.38,Violence against civilians,2024-01-02,1197330720
Ecole primaire Mapinduzi II,-11.6915556,27.4794444,safe,1033.16,Violence against civilians,2024-01-02,1197330722
École primaire Dilungu,-10.656,25.7036667,safe,971.11,Violence against civilians,2024-01-02,1197330723
Ecole primaire Uhuru,-10.7745,25.54625,safe,989.68,Violence against civilians,2024-01-02,1197330724
Ecole primaire Nyota,-10.9740833,26.7103611,safe,971.39,Violence against civilians,2024-01-02,1197330728
Ecole primaire Mapenzi,-11.7110833,27.4555,safe,1035.69,Violence against civilians,2024-01-02,1197330729
École primaire Tuelimishe,-11.6903611,27.4818611,safe,1032.99,Violence against civilians,2024-01-02,1197330731
Ecole primaire Kisima,-11.7016111,27.4505833,safe,1034.73,Violence against civilians,2024-01-02,1197330734
Ecole primaire Kipopo,-11.5484167,27.3265556,safe,1020.06,Violence against civilians,2024-01-02,1197330735
Ecole primaire Shindama,-10.9817778,26.7030556,safe,972.42,Violence against civilians,2024-01-02,1197330738
Ecole primaire Lubusha,-11.1806389,27.0126667,safe,986.29,Violence against civilians,2024-01-02,1197330740
École primaire Luboto 1,-12.0821111,27.5125556,safe,1075.62,Violence against civilians,2024-01-02,1197330744
École primaire Ubupalo,-11.6888889,27.4882222,safe,1032.72,Violence against civilians,2024-01-02,1197330745
Ecole primaire Vangu I,-11.6754167,27.4943056,safe,1031.14,Violence against civilians,2024-01-02,1197330746
Ecole primaire Imani,-10.7793056,25.7076667,safe,983.75,Violence against civilians,2024-01-02,1197330750
Ecole primaire Bahati I,-10.9734167,26.711,safe,971.3,Violence against civilians,2024-01-02,1197334605
Ecole primaire Masikilizano,-11.6819722,27.4838889,safe,1032.03,Violence against civilians,2024-01-02,1197334632
Ecole primaire Ushujaa II,-11.7007095,27.4795042,safe,1034.16,Violence against civilians,2024-01-02,1197334636
Ecole primaire Mwana Kulema,-11.0445278,26.9541389,safe,972.85,Violence against civilians,2024-01-02,1197334668
École primaire Kikwanda,-11.6238056,27.6410278,safe,1023.24,Violence against civilians,2024-01-02,1197334671
Ecole primaire Kazembe,-10.7249444,25.5620556,safe,983.92,Violence against civilians,2024-01-02,1197334675
Ecole primaire Katanga,-11.1247778,27.1006111,safe,978.25,Violence against civilians,2024-01-02,1197334701
Ecole primaire Vangu II,-11.7000145,27.4791508,safe,1034.09,Violence against civilians,2024-01-02,1197334711
École primaire Mushima 1,-11.1600556,25.4511944,safe,1033.35,Violence against civilians,2024-01-02,1197334740
Ecole primaire Huruma,-10.9572778,26.727,safe,969.13,Violence against civilians,2024-01-02,1197334744
Ecole primaire Kisaho,-11.7131389,27.4555,safe,1035.92,Violence against civilians,2024-01-02,1197334751
Ecole primaire Kinandu,-11.7624722,27.361,safe,1042.93,Violence against civilians,2024-01-02,1197334768
Ecole primaire Bilima,-10.9828056,26.7301944,safe,971.8,Violence against civilians,2024-01-02,1197334774
Ecole primaire Mavuno I,-10.9814722,26.7220556,safe,971.88,Violence against civilians,2024-01-02,1197334778
Ecole primaire Maranatha,-11.7370278,27.5639444,safe,1036.84,Violence against civilians,2024-01-02,1197334798
Ecole primaire Kalubwe II,-11.6452778,27.4821944,safe,1028.02,Violence against civilians,2024-01-02,1197334802
Ecole primaire Mwongo,-10.7811111,25.7453611,safe,982.48,Violence against civilians,2024-01-02,1197334805
École primaire Usamani,-11.0040556,26.7955,safe,972.39,Violence against civilians,2024-01-02,1197334823
Ecole primaire Zamiri,-11.7038056,27.4875556,safe,1034.37,Violence against civilians,2024-01-02,1197334824
École primaire Nyota Ya Taifa,-11.6999167,27.4853889,safe,1033.98,Violence against civilians,2024-01-02,1197334827
Ecole primaire Songa Songa,-10.94325,26.9599167,safe,961.73,Violence against civilians,2024-01-02,1197334857
Ecole primaire Lua Bolo,3.7771667,19.055,safe,991.85,Strategic development,2024-01-03,1207660242
EP Lisanga,0.0513948,18.2747803,safe,587.15,Strategic development,2024-01-03,1207660247
Ecole primaire Mole,4.3442222,18.7921944,safe,1038.18,Strategic development,2024-01-03,1207660266
Ecole primaire Ngombe Poswa,3.7206667,18.7736111,safe,973.38,Strategic development,2024-01-03,1207660268
École primaire Mpenda Moheli,-0.7884922,18.2820391,safe,513.0,Strategic development,2024-01-03,1207660273
EP Nsongwatala,0.0105446,18.3166368,safe,586.03,Strategic development,2024-01-03,1207660285
Ecole primaire Bogbadono,3.2242778,19.2933333,safe,948.48,Strategic development,2024-01-03,1207660289
Ecole primaire Bokandja,-0.8315833,18.14175,safe,499.38,Strategic development,2024-01-03,1207660301
Ecole primaire Lolango,-0.0222222,18.2036111,safe,575.94,Strategic development,2024-01-03,1207660304
École primaire Toyokana,-0.7645206,18.2873733,safe,515.42,Strategic development,2024-01-03,1207660310
EP2 Salongo,0.0311134,18.2752816,safe,585.32,Strategic development,2024-01-03,1207660333
École primaire Kpindima,3.3236944,19.4068889,safe,964.16,Strategic development,2024-01-03,1207660336
EP Bokombondji,0.045843,18.2654281,safe,586.06,Strategic development,2024-01-03,1207660343
EP Mpaha Epole,-0.8299891,18.1848708,safe,502.54,Strategic development,2024-01-03,1207660354
EP Ekofo,-0.0657524,18.169366,safe,569.8,Strategic development,2024-01-03,1207660358
Ecole primaire Nguvale,2.9751389,19.3518611,safe,927.2,Strategic development,2024-01-03,1207660372
Ecole primaire Ikengo,-0.0099839,18.3269081,safe,584.81,Strategic development,2024-01-03,1207660378
EP Mpiko,-1.0289311,18.6278682,safe,519.32,Strategic development,2024-01-03,1207660384
Ecole primaire Papa Diangenda,0.0477778,18.2477778,safe,585.14,Strategic development,2024-01-03,1207660403
EP Mbongo Buyombo,-1.0191885,18.6379008,safe,520.88,Strategic development,2024-01-03,1207660409
Ecole primaire Maman Yanga,3.25725,19.7898611,safe,978.6,Strategic development,2024-01-03,1207660425
Ecole primaire Talasa,3.1757778,19.2439722,safe,941.15,Strategic development,2024-01-03,1207660445
EP Besenge,-0.8338388,18.1765274,safe,501.63,Strategic development,2024-01-03,1207660450
École primaire Etoko,0.0102642,18.3274462,safe,586.69,Strategic development,2024-01-03,1207660455
Ecole primaire Sembi,3.2409167,19.6926389,safe,971.58,Strategic development,2024-01-03,1207660473
EP2 Mopepe,0.0344289,18.2505451,safe,584.08,Strategic development,2024-01-03,1207660479
École primaire Nika,4.3482184,18.5932282,safe,1030.56,Strategic development,2024-01-03,1207660492
EP Itemanonga,-0.8180582,18.6666613,safe,539.09,Strategic development,2024-01-03,1207660521
Ecole primaire Bodigia,3.31875,19.8211389,safe,986.25,Strategic development,2024-01-03,1207660550
Ecole primaire Ekof'ekema 1,0.0433333,18.2644444,safe,585.77,Strategic development,2024-01-03,1207660553
Ecole primaire Nzembenga,-1.0725556,18.6205,safe,515.33,Strategic development,2024-01-03,1207660563
École primaire Liyombo Mpenda,-0.7537476,18.2321524,safe,512.43,Strategic development,2024-01-03,1207660580
Ecole primaire Eanga,-0.1255878,18.1370195,safe,562.27,Strategic development,2024-01-03,1207660585
Ecole primaire Wanie-rukula,0.1960556,25.5308889,safe,459.66,Battle,2024-01-01,1207666051
Ecole primaire Bayangene I,0.8763333,25.1919167,safe,529.85,Battle,2024-01-01,1207666060
Ecole primaire Tomibikisa,0.1967778,25.5202778,safe,460.75,Battle,2024-01-01,1207666069
Ecole primaire Bayangene II,0.8794722,25.1928611,safe,529.95,Battle,2024-01-01,1207666091
Ecole primaire Ndjale,-0.2380278,25.3209722,safe,461.8,Battle,2024-01-01,1207666097
Institut Matanda,0.0947622,29.2848243,safe,196.36,Battle,2024-01-01,1207686205
École Primaire Mambingi,0.3674602,29.2729622,safe,226.63,Battle,2024-01-01,1207686236
École primaire Kisuku / Limboro,0.1165883,29.3083216,safe,198.9,Battle,2024-01-01,1207686249
École Primaire La Vérité,0.1174933,29.3189876,safe,199.06,Battle,2024-01-01,1207686301
Ecole Secondaire Ngesse,0.1441,29.319333,safe,202.02,Battle,2024-01-01,1207686327
École Primaire Sambo Mbilinga,0.3231,29.20069,safe,221.63,Battle,2024-01-01,1207686335
Institut Vuhika,0.0919682,29.3194718,safe,196.23,Battle,2024-01-01,1207686358
École Primaire Malepe,0.25965,29.27552,safe,214.66,Battle,2024-01-01,1207686375
École Primaire Teule,0.1314259,29.3296225,safe,200.68,Battle,2024-01-01,1207686385
École Primaire Munimba,0.1599479,29.316928,safe,203.77,Battle,2024-01-01,1207686421
École Primaire Kirindera,0.0952335,29.3119256,safe,196.55,Battle,2024-01-01,1207686433
Institut Nderembi,0.0978454,29.3060994,safe,196.81,Battle,2024-01-01,1207686478
Ecole Primaire Bulengera,0.1454052,29.3354654,safe,202.27,Battle,2024-01-01,1207686487
École Primaire Mashua,0.35778,29.18608,safe,225.51,Battle,2024-01-01,1207686500
Ecole Primaire Masiki,0.1211656,29.3015055,safe,199.37,Battle,2024-01-01,1207686510
École Secondaire Petits Génies,0.1281893,29.2937803,safe,200.12,Battle,2024-01-01,1207686538
École Primaire et Secondaire Vighole,0.0747606,29.3062283,safe,194.25,Battle,2024-01-01,1207686544
Kamatsi Mkb,1.1291944,29.9880833,safe,322.76,Battle,2024-01-01,1207686567
Ecole secondaire Mont Carmel,0.145,29.317383,safe,202.11,Battle,2024-01-01,1207686601
École primaire Monseigneur Sikuli,0.0985916,29.2831809,safe,196.78,Battle,2024-01-01,1207686630
École primaire Bubanda,0.2594049,29.2333752,safe,214.55,Battle,2024-01-01,1207686652
Ecole Secondaire CBCA Kikyo,0.1554495,29.3005668,safe,203.18,Battle,2024-01-01,1207686654
Complexe Scolaire Labourgeoisie,0.1269725,29.2954479,safe,199.99,Battle,2024-01-01,1207686661
École Primaire et Secondaire Mashua,0.3592,29.18553,safe,225.67,Battle,2024-01-01,1207686677
École Primaire Mahero,0.1065092,29.2992114,safe,197.74,Battle,2024-01-01,1207686681
École secondaire Hanga,0.1217693,29.3220821,safe,199.56,Battle,2024-01-01,1207686703
École Secondaire Emmanuel,0.1287394,29.3113554,safe,200.27,Battle,2024-01-01,1207686710
École primaire Masimbembe,0.6108333,29.3121389,safe,253.82,Battle,2024-01-01,1207686713
Lycée Utamaduni,0.0967,29.3108847,safe,196.71,Battle,2024-01-01,1207686744
Ita Pimbo,1.8449725,30.469903,safe,414.82,Battle,2024-01-01,1207686766
École primaire Maliese,0.6794444,29.4132222,safe,262.13,Battle,2024-01-01,1207686789
École Primaire Kyavisogho,0.32256,29.24796,safe,221.58,Battle,2024-01-01,1207686794
École Primaire Huruma,0.1059573,29.3059008,safe,197.71,Battle,2024-01-01,1207686809
Institut Kanyihunga,0.26545,29.25541,safe,215.25,Battle,2024-01-01,1207686813
École Primaire Kisoko,0.105567,29.3338,safe,197.84,Battle,2024-01-01,1207686834
Matafu,1.1802778,30.0348611,safe,329.63,Battle,2024-01-01,1207686878
Institut Malkia Wa Mbingu,0.1403447,29.2984572,safe,201.49,Battle,2024-01-01,1207686879
École Primaire Kavisa,0.0960643,29.3119258,safe,196.64,Battle,2024-01-01,1207686917
Institut Mihake,0.1616095,29.2966249,safe,203.84,Battle,2024-01-01,1207686963
École Primaire Quinze,0.3453451,29.2988919,safe,224.27,Battle,2024-01-01,1207686965
École Secondaire Nuru,0.1588669,29.3173891,safe,203.65,Battle,2024-01-01,1207686991
École Primaire Vukaka,0.087517,29.2995,safe,195.63,Battle,2024-01-01,1207686997
École Primaire Vungi,0.1326196,29.2942679,safe,200.61,Battle,2024-01-01,1207687008
École Primaire Matanda,0.0951351,29.284722,safe,196.41,Battle,2024-01-01,1207687016
École Primaire Misevere,0.238533,29.244533,safe,212.24,Battle,2024-01-01,1207687022
École Biblique Mutiri,0.138,29.307517,safe,201.28,Battle,2024-01-01,1207687026
École Primaire et Secondaire Bashu,0.2947158,29.3148671,safe,218.72,Battle,2024-01-01,1207687039
Ecole Primaire Mahano,0.1569326,29.3342585,safe,203.54,Battle,2024-01-01,1207687060
École Secondaire Vuhumbu,0.128167,29.310933,safe,200.2,Battle,2024-01-01,1207687069
Institut Mgr Henri Pierrard,0.1249687,29.3041946,safe,199.81,Battle,2024-01-01,1207687101
Institut La Fraternité,0.1160127,29.3074266,safe,198.83,Battle,2024-01-01,1207687129
Ecole primaire Ngazi,0.4188331,29.1543505,safe,232.38,Battle,2024-01-01,1207687144
Institut Kyavaghendi,0.0935478,29.3344255,safe,196.51,Battle,2024-01-01,1207687148
École Primaire Bakita,0.0900312,29.2890793,safe,195.86,Battle,2024-01-01,1207687165
Kaswara,1.2398056,30.0991111,safe,338.0,Battle,2024-01-01,1207687180
École Primaire Musimba,0.093784,29.271547,safe,196.21,Battle,2024-01-01,1207687185
École secondaire Bulumbi,0.1101956,29.3006519,safe,198.15,Battle,2024-01-01,1207687204
École primaire Kyatsinge,0.111558,29.273888,safe,198.19,Battle,2024-01-01,1207687206
Lycée Butembo,0.1302413,29.3205563,safe,200.49,Battle,2024-01-01,1207687208
École Primaire Kabasha,0.2382722,29.2628214,safe,212.24,Battle,2024-01-01,1207687214
École Primaire Bwinongo,0.0773186,29.2933537,safe,194.46,Battle,2024-01-01,1207687218
Ecole primaire Reginacaeli,0.16155,29.29455,safe,203.83,Battle,2024-01-01,1207687232
École Primaire Bulumbi,0.1105009,29.3010368,safe,198.19,Battle,2024-01-01,1207687234
École Primaire Rupaya,0.29928,29.2466,safe,218.99,Battle,2024-01-01,1207687246
Institut Masiki,0.1207207,29.301918,safe,199.33,Battle,2024-01-01,1207687251
Ecole Secondaire Malevu,0.1371127,29.3343576,safe,201.34,Battle,2024-01-01,1207687255
Institut Nyalumenge,0.1348864,29.300083,safe,200.89,Battle,2024-01-01,1207687287
École Primaire Kihinga,0.1285415,29.311101,safe,200.25,Battle,2024-01-01,1207687300
École Primaire Ahimidiwe,0.1291796,29.3112329,safe,200.32,Battle,2024-01-01,1207687316
École Primaire et Secondaire Sauvetage,0.14285,29.3,safe,201.78,Battle,2024-01-01,1207687337
École Primaire Bubanda II,0.25191,29.24971,safe,213.73,Battle,2024-01-01,1207687348
InstIitut La Vérité,0.1175146,29.3183009,safe,199.06,Battle,2024-01-01,1207687354
École Primaire Butuhe,0.21322,29.2716,safe,209.48,Battle,2024-01-01,1207687368
École primaire et secondaire Ngazi,0.41551,29.16044,safe,231.99,Battle,2024-01-01,1207687393
École Primaire Kilalu,0.1335741,29.3204096,safe,200.86,Battle,2024-01-01,1207687400
Ecole Primaire et Secondaire Mbilinga,0.31562,29.21604,safe,220.79,Battle,2024-01-01,1207687404
Institut Katwa,0.09442,29.3139454,safe,196.47,Battle,2024-01-01,1207687413
Institut Loyola,0.1061334,29.279711,safe,197.61,Battle,2024-01-01,1207687416
Gety,1.2078056,30.1823889,safe,337.41,Battle,2024-01-01,1207687433
École Primaire Advantiste Hekima,0.1119628,29.3124466,safe,198.41,Battle,2024-01-01,1207687436
École primaire Mayazola,0.71,29.5276944,safe,266.85,Battle,2024-01-01,1207687447
École primaire et secondaire Malondo,0.3982,29.19551,safe,229.99,Battle,2024-01-01,1207687451
Ecole Secondaire Livate,0.1374657,29.3338323,safe,201.38,Battle,2024-01-01,1207687457
Institut Superieur Biblique de Katwa,0.0967715,29.3122177,safe,196.72,Battle,2024-01-01,1207687464
École Secondaire Hekima,0.2813,29.27207,safe,217.05,Battle,2024-01-01,1207687468
École Primaire Kitulu,0.1248134,29.3034406,safe,199.79,Battle,2024-01-01,1207687476
Ecole primaire et secondaire Visiki,0.395626,29.2244464,safe,229.69,Battle,2024-01-01,1207687484
École Primaire Kirivata,0.1397258,29.2994804,safe,201.43,Battle,2024-01-01,1207687491
École Primaire Menge,0.1359114,29.3011297,safe,201.01,Battle,2024-01-01,1207687495
Sorodo II,1.1455833,30.0242778,safe,325.6,Battle,2024-01-01,1207687518
École Primaire Nderembi,0.0985,29.30495,safe,196.87,Battle,2024-01-01,1207687539
École primaire Mambombo,0.39947,29.19624,safe,230.13,Battle,2024-01-01,1207687556
École Primaire Hanga,0.12175,29.3217,safe,199.55,Battle,2024-01-01,1207687559
École primaire Katasohire,0.122759,29.3113087,safe,199.6,Battle,2024-01-01,1207687562
Institut Ngununu,0.1400897,29.3068437,safe,201.5,Battle,2024-01-01,1207687572
Complexe Scolaire Vuvatsi,0.1383914,29.3074935,safe,201.32,Battle,2024-01-01,1207687586
École Primaire Heri,0.1317531,29.3295763,safe,200.72,Battle,2024-01-01,1207687603
Institut Tuyitsinge,0.1521622,29.3078234,safe,202.85,Battle,2024-01-01,1207687635
École Primaire et Secondaire Mikala,0.32826,29.24898,safe,222.22,Battle,2024-01-01,1207687644
École primaire et secondaire Vusamba,0.022115,29.161467,safe,188.27,Battle,2024-01-01,1213087362
École primaire et secondaire Musitu Et Mabwe,0.04176,29.064797,safe,191.12,Battle,2024-01-01,1213087363
Institut Kyavirimu,-0.1241927,29.3942153,safe,172.97,Battle,2024-01-01,1213087364
École primaire Musasa,-0.077387,29.135341,safe,177.34,Battle,2024-01-01,1213087366
École primaire Musangalya,0.0776381,29.4096378,safe,195.47,Battle,2024-01-01,1213087367
École primaire Mavoghu,0.060722,29.058826,safe,193.28,Battle,2024-01-01,1213087368
Ecole primaire Muvugha,-0.0287,29.437877,safe,184.1,Battle,2024-01-01,1213087369
École primaire Ngitse,-0.097201,29.388631,safe,175.89,Battle,2024-01-01,1213087370
École primaire Kavasinza,0.086359,29.158882,safe,195.42,Battle,2024-01-01,1213087371
Église Primaire Magheria,0.0625326,29.3672841,safe,193.34,Battle,2024-01-01,1213087372
Ecole primaire et secondaire Burusi,-0.081114,29.453054,safe,178.57,Battle,2024-01-01,1213087374
École primaire Cbca Bunande,0.006231,28.801357,safe,192.11,Battle,2024-01-01,1213087376
Ecole primaire Busamba,0.019128,29.159436,safe,187.94,Battle,2024-01-01,1213087377
Ecole secondaire Kauli,-0.248189,29.417682,safe,159.62,Battle,2024-01-01,1213087378
Ecole primaire et secondaire Vusorongi,-0.043847,29.495146,safe,183.39,Battle,2024-01-01,1213087379
Institut Pédagogique Adventiste de Lukanga,-0.057677,29.3028598,safe,179.52,Battle,2024-01-01,1213087380
Ecole primaire Vurondo,-0.042343,29.502651,safe,183.7,Battle,2024-01-01,1213087381
École primaire Katsunga,0.02106,29.158588,safe,188.16,Battle,2024-01-01,1213087382
École primaire Matembo,0.063167,29.008791,safe,194.14,Battle,2024-01-01,1213087383
École Primaire Bayangwa,0.058822,29.3616756,safe,192.88,Battle,2024-01-01,1213087385
École Primaire Ngeleza,0.0390868,29.3437212,safe,190.54,Battle,2024-01-01,1213087387
Ecole primaire Katembo,0.013147,29.070249,safe,187.9,Battle,2024-01-01,1213087388
Ecole primaire Buyinga,0.061324,29.055163,safe,193.38,Battle,2024-01-01,1213087389
Kisima,-0.290569,29.401239,safe,154.7,Battle,2024-01-01,1213087390
Ecole secondaire Kalimba,-0.3655084,29.3143531,safe,145.43,Battle,2024-01-01,1213087391
Ecole primaire Kivuwa,0.08935,29.159598,safe,195.75,Battle,2024-01-01,1213087392
Ecole primaire Virenge,-0.203201,29.301804,safe,163.35,Battle,2024-01-01,1213087395
Ecole primaire Tuvuke / Burusi,-0.079415,29.454511,safe,178.78,Battle,2024-01-01,1213087396
École Primaire Ndando,0.064145,29.280671,safe,192.95,Battle,2024-01-01,1213087397
Ecole primaire Kanyamulamba,0.072912,29.084326,safe,194.39,Battle,2024-01-01,1213087399
Ecole primaire Kivuwe,-0.0023049,29.498892,safe,188.01,Battle,2024-01-01,1213087400
Ecole secondaire Mulo,-0.1347767,29.2666818,safe,170.79,Battle,2024-01-01,1213087401
École primaire Katiri,-0.031163,29.37762,safe,183.07,Battle,2024-01-01,1213087402
Ecole primaire Kasinga,0.0317193,29.2098927,safe,189.23,Battle,2024-01-01,1213087403
Ecole primaire Kyangendi,-0.000426,29.533243,safe,188.89,Battle,2024-01-01,1213087405
Ecole secondaire Kyangendi,-0.002898,29.523677,safe,188.42,Battle,2024-01-01,1213087406
Ecole primaire Masumo,-0.0319035,29.1442662,safe,182.34,Battle,2024-01-01,1213087407
Ecole primaire Kasiyiro,0.095526,28.975012,safe,198.2,Battle,2024-01-01,1213087409
Ecole primaire Ceca20 Matuna,0.0576893,28.9061133,safe,195.25,Battle,2024-01-01,1213087410
Ecole secondaire Matolu,-0.369235,29.345057,safe,145.31,Battle,2024-01-01,1213087411
École primaire Kasiyiro,0.012895,29.013831,safe,188.53,Battle,2024-01-01,1213087413
École primaire Ndeko,0.074447,29.124266,safe,194.27,Battle,2024-01-01,1213087414
Ecole primaire Itunduliro,-0.029139,29.390294,safe,183.44,Battle,2024-01-01,1213087415
Ecole primaire Bukembe,-0.014768,29.420701,safe,185.4,Battle,2024-01-01,1213087416
Ecole primaire Kavisegho,-0.278399,29.299314,safe,154.99,Battle,2024-01-01,1213087417
Ecole primaire Vayana,-0.0157634,29.4191386,safe,185.27,Battle,2024-01-01,1213087419
École Primaire Bughumirya,0.040709,29.316429,safe,190.52,Battle,2024-01-01,1213087420
Ecole primaire Sana,0.066668,29.096996,safe,193.59,Battle,2024-01-01,1213087423
Ecole primaire Mwangaza,0.028692,29.103747,safe,189.33,Battle,2024-01-01,1213087424
École primaire Vulimira,0.033155,29.287761,safe,189.53,Battle,2024-01-01,1213087425
École primaire Vulimira,-0.002667,29.523514,safe,188.44,Battle,2024-01-01,1213087428
École primaire Kirungu,0.025472,29.363266,safe,189.2,Battle,2024-01-01,1213087434
Ecole primaire Yakanyama,-6.1263056,24.5326389,safe,625.84,Violence against civilians,2024-01-02,1213152521
Ecole primaire Kintukimune,-6.1301111,24.4907778,safe,629.67,Violence against civilians,2024-01-02,1213152525
Ecole primaire Kalambayi,-6.1348333,24.4884167,safe,630.2,Violence against civilians,2024-01-02,1213152549
École primaire Shimatayi,-6.1416667,24.4762222,safe,631.73,Violence against civilians,2024-01-02,1213152557
École primaire Tuendeyi,-6.1493889,24.4661389,safe,633.13,Violence against civilians,2024-01-02,1213152565
Ecole primaire Lukubama,-6.1416667,24.4896944,safe,630.58,Violence against civilians,2024-01-02,1213152573
École primaire Nambutwile,-6.1301111,24.4902222,safe,629.71,Violence against civilians,2024-01-02,1213152580
